ref	pos	strand	u	d	ur	pval	passed
9	128185704	-	5	51	0.09803921568627451	6.845781789104194e-7	true
9	128326309	+	5	11	0.45454545454545453	1.4972441243287306e-10	true
9	128390086	+	48	293	0.16382252559726962	2.4061997654162798e-65	true
9	129014866	-	8	187	0.0427807486631016	2.048983981902643e-7	true
9	129148138	+	28	406	0.06896551724137931	5.414083520726865e-28	true
9	130903681	-	14	41	0.34146341463414637	3.641908820513456e-25	true
9	131259314	-	6	23	0.2608695652173913	1.0115746861750634e-10	true
9	133108754	-	27	59	0.4576271186440678	1.7259239128131932e-51	true
9	134750815	+	6	70	0.08571428571428572	1.155676859022707e-7	true
9	134796416	+	23	255	0.09019607843137255	5.841813476419999e-26	true
9	134814017	+	8	111	0.07207207207207207	3.5186862438965614e-9	true
9	135501032	+	8	158	0.05063291139240506	5.614238033863291e-8	true
9	136402317	-	5	51	0.09803921568627451	6.845781789104194e-7	true
9	136410458	-	24	30	0.8	7.079856472415247e-55	true
9	136836324	-	9	44	0.20454545454545456	2.180701673509548e-14	true
9	136862174	-	22	718	0.03064066852367688	6.295287192899402e-15	true
9	136887619	+	6	36	0.16666666666666666	1.8837309342526185e-9	true
9	136940953	-	53	172	0.3081395348837209	2.996259675197979e-88	true
9	137063349	-	7	95	0.07368421052631578	2.893551687960788e-8	true
9	137070279	-	12	108	0.1111111111111111	2.3164261126888316e-15	true
9	137070436	-	45	117	0.38461538461538464	1.9703363918201055e-80	true
9	137109012	+	9	81	0.1111111111111111	7.216847873497124e-12	true
9	137113903	-	14	420	0.03333333333333333	1.6415245659449211e-10	true
9	137256928	+	9	186	0.04838709677419355	1.2354936779874724e-8	true
9	137272216	+	12	141	0.0851063829787234	6.005068421770088e-14	true
9	137272982	+	11	192	0.057291666666666664	4.982876658253927e-11	true
9	137281001	+	42	66	0.6363636363636364	8.140782726721148e-88	true
9	137835432	+	4	22	0.18181818181818182	7.216635847939174e-7	true
MT	3279	+	16	579	0.027633851468048358	1.3038378739913893e-10	true
MT	7912	-	19	376	0.05053191489361702	5.4933167957449706e-17	true
MT	12239	+	159	198	0.803030303030303	0.0	true
MT	12240	+	184	199	0.9246231155778895	0.0	true
MT	12241	+	175	196	0.8928571428571429	0.0	true
X	9719253	+	8	78	0.10256410256410256	2.05140513104944e-10	true
X	21883784	+	9	116	0.07758620689655173	1.907628837254005e-10	true
X	24077265	+	35	249	0.14056224899598393	1.2533054992756579e-45	true
X	38803041	+	6	29	0.20689655172413793	4.682677629576737e-10	true
X	48579293	+	5	16	0.3125	1.3968837746967717e-9	true
X	48957282	-	9	43	0.20930232558139536	1.739635429148816e-14	true
X	53082509	+	7	46	0.15217391304347827	1.606552764681413e-10	true
X	76334837	-	4	7	0.5714285714285714	3.5876182055435807e-9	false
X	77506924	-	5	31	0.16129032258064516	5.2214778921097816e-8	true
X	110317892	-	8	8	1.0	1.0669150583415931e-20	false
X	151962469	-	7	18	0.3888888888888889	1.0328248646801468e-13	true
X	153700859	-	6	25	0.24	1.7650164851850512e-10	true
X	153862849	-	12	408	0.029411764705882353	1.2997571570042905e-8	true
X	153872318	-	10	344	0.029069767441860465	2.3142939479907638e-7	true
X	154010560	-	15	466	0.032188841201716736	6.004868813896106e-11	true
X	154450516	+	49	595	0.08235294117647059	1.6409595499104944e-51	true
X	154477859	-	9	120	0.075	2.5867158123776035e-10	true
X	154488508	-	6	73	0.0821917808219178	1.4882175196829546e-7	true
