chromosome	position	strand	gene_type	gene_name	gene_pos	unconverted	converted	ratio
19	18177233	+	protein_coding	ENSG00000216490(IFI30)	4072	49	1828	0.026105487
19	18434304	+	protein_coding	ENSG00000130511(SSBP4)	15441	46	112	0.291139241
19	18443303	-	protein_coding	ENSG00000105656(ELL)	78814	6	42	0.125
19	18538229	-	protein_coding	ENSG00000105701(FKBP8)	5849	39	1013	0.037072243
19	18538334	-	protein_coding	ENSG00000105701(FKBP8)	5744	26	835	0.030197445
19	18539574	-	protein_coding	ENSG00000105701(FKBP8)	4504	40	1486	0.02621232
19	18541924	-	protein_coding	ENSG00000105701(FKBP8)	2154	52	1875	0.026984951
19	18568621	+	protein_coding	ENSG00000105700(KXD1)	10860	137	907	0.131226054
19	18592219	+	protein_coding	ENSG00000006015(REX1BD)	3535	7	126	0.052631579
19	18598463	-	protein_coding	ENSG00000006016(CRLF1)	9279	29	683	0.040730337
19	18907596	-	protein_coding	ENSG00000105669(COPE)	11792	18	9	0.666666667
19	18928283	+	protein_coding	ENSG00000105671(DDX49)	8579	13	377	0.033333333
19	19356030	+	protein_coding	ENSG00000129933(MAU2)	35202	25	107	0.189393939
19	19506162	+	protein_coding	ENSG00000167491(GATAD2A)	120337	16	471	0.032854209
19	19528017	+	protein_coding	ENSG00000186010(NDUFA13)	12282	76	2854	0.025938567
19	19643601	-	protein_coding	ENSG00000089639(GMIP)	57	6	7	0.461538462
19	19649912	-	protein_coding	ENSG00000105726(ATP13A1)	13765	14	289	0.04620462
19	19663425	-	protein_coding	ENSG00000105726(ATP13A1)	252	16	56	0.222222222
19	29615305	+	protein_coding	ENSG00000105171(POP4)	9023	13	212	0.057777778
19	29942324	+	protein_coding	ENSG00000105176(URI1)	18681	22	89	0.198198198
19	29956807	-	pseudogene	ENSG00000242100(RPL9P32)	182	6	14	0.3
19	33205814	+	protein_coding	ENSG00000130881(LRP3)	28212	10	179	0.052910053
19	33387377	-	protein_coding	ENSG00000124299(PEPD)	134447	17	263	0.060714286
19	33478087	-	protein_coding	ENSG00000124299(PEPD)	43737	14	245	0.054054054
19	34428445	+	protein_coding	ENSG00000126261(UBA2)	94	10	389	0.025062657
19	35383811	+	pseudogene	ENSG00000268222(EEF1A1P7)	1640	5	19	0.208333333
19	35622918	+	protein_coding	ENSG00000249115(HAUS5)	10184	9	82	0.098901099
19	35868661	+	protein_coding	ENSG00000105290(APLP1)	763	23	81	0.221153846
19	38950203	-	protein_coding	ENSG00000269190(FBXO17)	25540	6	80	0.069767442
19	39381108	+	protein_coding	ENSG00000179134(SAMD4B)	38688	7	175	0.038461538
19	39489944	+	protein_coding	ENSG00000105197(TIMM50)	9533	49	70	0.411764706
19	39974365	+	protein_coding	ENSG00000013275(PSMC4)	3201	38	771	0.04697157
19	40233078	-	protein_coding	ENSG00000105221(AKT2)	52459	13	179	0.067708333
19	40233245	-	protein_coding	ENSG00000105221(AKT2)	52292	9	151	0.05625
19	40279384	-	protein_coding	ENSG00000105221(AKT2)	6153	11	5	0.6875
19	40367744	+	protein_coding	ENSG00000105223(PLD3)	19289	88	118	0.427184466
19	40374515	+	protein_coding	ENSG00000105223(PLD3)	26060	11	214	0.048888889
19	40605137	+	protein_coding	ENSG00000090006(LTBP4)	12255	17	40	0.298245614
19	40667583	-	protein_coding	ENSG00000105245(NUMBL)	23390	6	75	0.074074074
19	40705367	-	protein_coding	ENSG00000123815(COQ8B)	20418	79	132	0.374407583
19	40800625	+	protein_coding	ENSG00000269858(EGLN2)	1630	14	396	0.034146341
19	40800637	+	protein_coding	ENSG00000269858(EGLN2)	1642	18	438	0.039473684
19	40801151	+	protein_coding	ENSG00000269858(EGLN2)	2156	18	374	0.045918367
19	41306520	+	protein_coding	ENSG00000105323(HNRNPUL1)	44025	10	380	0.025641026
19	41432260	-	protein_coding	ENSG00000105341(DMAC2)	8458	10	161	0.058479532
19	41438309	-	protein_coding	ENSG00000105341(DMAC2)	2409	19	112	0.145038168
19	41438376	-	protein_coding	ENSG00000105341(DMAC2)	2342	6	107	0.053097345
19	41869138	+	protein_coding	ENSG00000105372(RPS19)	8884	420	19875	0.020694752
19	43592497	-	protein_coding	ENSG00000167378(IRGQ)	3638	11	32	0.255813953
19	44748915	+	protein_coding	ENSG00000069399(BCL3)	1211	21	168	0.111111111
19	44820969	+	protein_coding	ENSG00000187244(BCAM)	11899	7	133	0.05
19	44871926	+	protein_coding	ENSG00000130202(NECTIN2)	25752	284	99	0.74151436
19	44891569	+	protein_coding	ENSG00000130204(TOMM40)	1001	27	1938	0.013740458
19	44991294	+	protein_coding	ENSG00000104853(CLPTM1)	36710	10	176	0.053763441
19	44992798	+	protein_coding	ENSG00000104853(CLPTM1)	38214	9	122	0.06870229
19	45145773	+	protein_coding	ENSG00000104866(PPP1R37)	54378	5	28	0.151515152
19	45294434	+	protein_coding	ENSG00000007047(MARK4)	215147	5	49	0.092592593
19	45350579	-	protein_coding	ENSG00000104884(ERCC2)	20340	6	60	0.090909091
19	45835202	-	protein_coding	ENSG00000125755(SYMPK)	27993	6	87	0.064516129
19	45884711	-	protein_coding	ENSG00000170604(IRF2BP1)	1431	12	292	0.039473684
19	46609461	+	protein_coding	ENSG00000160014(CALM3)	8388	8	48	0.142857143
19	47476628	-	protein_coding	ENSG00000118162(KPTN)	7638	6	42	0.125
19	47487780	-	protein_coding	ENSG00000105402(NAPA)	27312	7	167	0.040229885
19	47716657	+	protein_coding	ENSG00000024422(EHD2)	3236	10	168	0.056179775
19	47755410	+	protein_coding	ENSG00000105373(NOP53)	9865	17	536	0.03074141
19	48330343	+	protein_coding	ENSG00000142227(EMP3)	8835	37	1545	0.023388116
19	48452782	+	protein_coding	ENSG00000105447(GRWD1)	6942	14	620	0.022082019
19	48615902	-	protein_coding	ENSG00000063177(RPL18)	3283	86	11538	0.007398486
19	48729371	-	protein_coding	ENSG00000105538(RASIP1)	11240	13	562	0.022608696
19	48922459	+	protein_coding	ENSG00000104805(NUCB1)	22148	31	1040	0.028944911
19	48922600	+	protein_coding	ENSG00000104805(NUCB1)	22289	6	63	0.086956522
19	48922981	+	protein_coding	ENSG00000104805(NUCB1)	22670	21	657	0.030973451
19	48966661	+	protein_coding	ENSG00000087086(FTL)	1353	214	12132	0.017333549
19	49461653	+	protein_coding	ENSG00000161618(ALDH16A1)	8429	5	31	0.138888889
19	49464685	+	protein_coding	ENSG00000161618(ALDH16A1)	11461	19	118	0.138686131
19	49851201	+	protein_coding	ENSG00000104960(PTOV1)	467	9	273	0.031914894
19	49873200	-	protein_coding	ENSG00000204673(AKT1S1)	5260	14	717	0.019151847
19	49874778	-	protein_coding	ENSG00000204673(AKT1S1)	3682	9	7	0.5625
19	50482504	+	protein_coding	ENSG00000161671(EMC10)	6105	18	165	0.098360656
19	51104462	-	protein_coding	ENSG00000142544(CTU1)	3948	12	267	0.043010753
19	51354258	-	protein_coding	ENSG00000105379(ETFB)	12131	46	2102	0.02141527
19	52143040	+	lncRNA	ENSG00000268458	415	6	15	0.285714286
19	54174067	-	protein_coding	ENSG00000125505(MBOAT7)	15816	27	690	0.037656904
19	54174338	-	protein_coding	ENSG00000125505(MBOAT7)	15545	15	303	0.047169811
19	54192316	+	protein_coding	ENSG00000170892(TSEN34)	2379	89	1059	0.077526132
19	54206460	+	protein_coding	ENSG00000170889(RPS9)	5652	97	13950	0.006905389
19	55383848	-	protein_coding	ENSG00000233493(TMEM238)	445	399	42	0.904761905
19	55383978	-	protein_coding	ENSG00000233493(TMEM238)	315	10	264	0.03649635
19	55386652	+	protein_coding	ENSG00000108107(RPL28)	721	52	7853	0.006578115
19	55453087	-	protein_coding	ENSG00000063241(ISOC2)	9257	8	95	0.077669903
19	55453098	-	protein_coding	ENSG00000063241(ISOC2)	9246	20	334	0.056497175
19	55453234	-	protein_coding	ENSG00000063241(ISOC2)	9110	231	1348	0.146295123
19	55641180	+	protein_coding	ENSG00000213015(ZNF580)	6165	64	412	0.134453782
19	55689882	+	protein_coding	ENSG00000063245(EPN1)	14657	12	640	0.018404908
19	57302178	+	Other features	.	.	11	17	0.392857143
19	58392972	+	protein_coding	ENSG00000083845(RPS5)	6573	5	29	0.147058824
19	58408879	+	protein_coding	ENSG00000171574(ZNF584)	7376	6	45	0.117647059
19	58408999	+	protein_coding	ENSG00000171574(ZNF584)	7496	8	19	0.296296296
19	58548543	+	protein_coding	ENSG00000130726(TRIM28)	4480	15	1011	0.014619883
19	58549490	+	protein_coding	ENSG00000130726(TRIM28)	5427	19	346	0.052054795
19	58549491	+	protein_coding	ENSG00000130726(TRIM28)	5428	138	219	0.386554622
19	58583513	+	pseudogene	ENSG00000213753(CENPBD2P)	10011	47	101	0.317567568
2	1632859	-	protein_coding	ENSG00000130508(PXDN)	111994	31	943	0.031827515
2	1633270	-	protein_coding	ENSG00000130508(PXDN)	111583	23	1171	0.019262982
2	1649290	-	protein_coding	ENSG00000130508(PXDN)	95563	456	968	0.320224719
2	1649445	-	protein_coding	ENSG00000130508(PXDN)	95408	29	663	0.041907514
2	1654420	-	protein_coding	ENSG00000130508(PXDN)	90433	14	843	0.016336056
2	3575292	+	protein_coding	ENSG00000171863(RPS7)	33	23	890	0.025191676
2	9207024	+	protein_coding	ENSG00000151693(ASAP2)	260	5	21	0.192307692
2	10443719	-	protein_coding	ENSG00000115758(ODC1)	4609	94	5965	0.015514111
2	11351726	+	pseudogene	ENSG00000226961(PPIAP60)	100	5	9	0.357142857
2	20239675	-	Other features	.	.	7	62	0.101449275
2	24793164	-	protein_coding	ENSG00000184924(PTRHD1)	228	16	861	0.018244014
2	26386372	+	protein_coding	ENSG00000138018(SELENOI)	77826	10	403	0.024213075
2	26779081	+	protein_coding	ENSG00000213699(SLC35F6)	14798	13	85	0.132653061
2	27217428	+	protein_coding	ENSG00000084774(CAD)	60	6	44	0.12
2	27233405	+	protein_coding	ENSG00000084774(CAD)	16037	41	225	0.154135338
2	27409491	-	protein_coding	ENSG00000115241(PPM1G)	101	123	603	0.169421488
2	28783915	+	protein_coding	ENSG00000213639(PPP1CB)	32276	192	1435	0.118008605
2	32947248	+	protein_coding	ENSG00000049323(LTBP1)	296	12	10	0.545454545
2	36510009	+	protein_coding	ENSG00000150938(CRIM1)	154232	10	325	0.029850746
2	38681295	+	protein_coding	ENSG00000143891(GALM)	15215	46	174	0.209090909
2	41850255	-	pseudogene	ENSG00000236533(RPS12P4)	347	8	7	0.533333333
2	42048379	+	protein_coding	ENSG00000162878(PKDCC)	359	20	90	0.181818182
2	46297466	+	protein_coding	ENSG00000116016(EPAS1)	3800	13	515	0.024621212
2	46904392	-	protein_coding	ENSG00000180398(MCFD2)	37464	140	132	0.514705882
2	46907840	-	protein_coding	ENSG00000180398(MCFD2)	34016	32	485	0.061895551
2	54115561	+	protein_coding	ENSG00000170634(ACYP2)	144724	7	43	0.14
2	54954365	-	Other features	.	.	3	1	0.75
2	55049791	-	protein_coding	ENSG00000115310(RTN4)	62831	26	1089	0.023318386
2	61178232	+	pseudogene	ENSG00000173209(AHSA2P)	815	5	46	0.098039216
2	69112440	+	protein_coding	ENSG00000169604(ANTXR1)	99265	4	10	0.285714286
2	69246032	+	protein_coding	ENSG00000169604(ANTXR1)	232857	30	530	0.053571429
2	70253971	-	pseudogene	ENSG00000231414(RPL39P15)	40	4	4	0.5
2	74369422	-	protein_coding	ENSG00000204843(DCTN1)	22666	38	370	0.093137255
2	74422171	+	protein_coding	ENSG00000005448(WDR54)	494	10	298	0.032467532
2	74424909	+	protein_coding	ENSG00000005448(WDR54)	3232	11	295	0.035947712
2	74493020	+	protein_coding	ENSG00000115282(TTC31)	9948	12	10	0.545454545
2	74527483	-	protein_coding	ENSG00000115307(AUP1)	2278	22	1376	0.015736767
2	84906670	+	protein_coding	ENSG00000034510(TMSB10)	1015	23	1654	0.013714967
2	84971303	+	protein_coding	ENSG00000176407(KCMF1)	211	11	291	0.036423841
2	85398745	-	protein_coding	ENSG00000042493(CAPG)	19688	17	272	0.058823529
2	86137837	+	protein_coding	ENSG00000132300(PTCD3)	31615	10	386	0.025252525
2	86166544	-	protein_coding	ENSG00000132305(IMMT)	28929	13	688	0.018544936
2	95385171	+	protein_coding	ENSG00000115041(KCNIP3)	87845	5	29	0.147058824
2	96185153	-	protein_coding	ENSG00000084090(STARD7)	23675	17	888	0.01878453
2	96208293	-	protein_coding	ENSG00000084090(STARD7)	535	12	691	0.017069701
2	96283915	-	protein_coding	ENSG00000144028(SNRNP200)	37357	39	474	0.076023392
2	96304866	-	protein_coding	ENSG00000144028(SNRNP200)	16406	12	604	0.019480519
2	96832830	+	protein_coding	ENSG00000168763(CNNM3)	16586	25	119	0.173611111
2	96839557	-	protein_coding	ENSG00000163126(ANKRD23)	18378	5	8	0.384615385
2	97663747	-	protein_coding	ENSG00000115073(ACTR1B)	298	4	9	0.307692308
2	101006418	+	protein_coding	ENSG00000071082(RPL31)	4190	46	2319	0.019450317
2	101274636	-	protein_coding	ENSG00000163162(RNF149)	34066	5	31	0.138888889
2	112520334	+	protein_coding	ENSG00000114999(TTL)	38179	6	63	0.086956522
2	112645651	-	lncRNA	ENSG00000237753(SLC20A1-DT)	70	5	51	0.089285714
2	119372426	+	protein_coding	ENSG00000155368(DBI)	5503	217	1096	0.165270373
2	121229458	+	Other features	.	.	7	0	1
2	129496427	+	pseudogene	ENSG00000233428(PPIAP65)	131	7	15	0.318181818
2	151796943	-	protein_coding	ENSG00000162980(ARL5A)	31550	40	65	0.380952381
2	158666427	+	protein_coding	ENSG00000144283(PKP4)	209476	10	309	0.031347962
2	172427908	+	protein_coding	ENSG00000091409(ITGA6)	555	10	93	0.097087379
2	173575417	-	pseudogene	ENSG00000237016	925	9	21	0.3
2	174682843	-	protein_coding	ENSG00000115935(WIPF1)	74	32	145	0.18079096
2	176136795	-	lncRNA	ENSG00000237380(HOXD-AS2)	304	4	1	0.8
2	176201018	-	pseudogene	ENSG00000218175	235	4	2	0.666666667
2	180873303	-	pseudogene	ENSG00000226564(FTH1P20)	112	6	3	0.666666667
2	181916261	+	protein_coding	ENSG00000138434(ITPRID2)	24532	24	248	0.088235294
2	182777909	+	protein_coding	ENSG00000077232(DNAJC10)	61655	11	141	0.072368421
2	186587930	-	Other features	.	.	15	1	0.9375
2	186587933	-	Other features	.	.	14	1	0.933333333
2	190881062	+	protein_coding	ENSG00000115419(GLS)	242	8	240	0.032258065
2	202635548	+	protein_coding	ENSG00000138439(FAM117B)	580	8	56	0.125
2	203773102	-	pseudogene	ENSG00000213925(NPM1P33)	401	5	14	0.263157895
2	215384862	-	protein_coding	ENSG00000115414(FN1)	51212	8	227	0.034042553
2	215404498	-	protein_coding	ENSG00000115414(FN1)	31576	11	252	0.041825095
2	216113060	+	protein_coding	ENSG00000079246(XRCC5)	5597	73	1450	0.047931714
2	217803140	-	protein_coding	ENSG00000079308(TNS1)	230843	6	45	0.117647059
2	218346196	+	protein_coding	ENSG00000127838(PNKD)	76546	26	55	0.320987654
2	219219436	-	protein_coding	ENSG00000198925(ATG9A)	10282	7	142	0.046979866
2	219542041	-	protein_coding	ENSG00000123989(CHPF)	1769	13	64	0.168831169
2	219565483	-	protein_coding	ENSG00000124006(OBSL1)	6377	17	527	0.03125
2	219575420	+	protein_coding	ENSG00000123999(INHA)	6259	8	130	0.057971014
2	221371137	-	lncRNA	ENSG00000290000	1562	4	0	1
2	222642876	-	protein_coding	ENSG00000116120(FARSB)	13217	18	787	0.022360248
2	227164746	+	protein_coding	ENSG00000169031(COL4A3)	123	7	34	0.170731707
2	230713011	+	protein_coding	ENSG00000135932(CAB39)	170	8	256	0.03030303
2	230878260	+	protein_coding	ENSG00000135916(ITM2C)	13622	9	139	0.060810811
2	231198804	+	protein_coding	ENSG00000135931(ARMC9)	259	22	15	0.594594595
2	232459158	+	protein_coding	ENSG00000163295(ALPI)	3034	52	3168	0.016149068
2	232459181	+	protein_coding	ENSG00000163295(ALPI)	3057	13	693	0.018413598
2	232459695	+	protein_coding	ENSG00000163295(ALPI)	3571	60	3459	0.017050298
2	232522104	+	protein_coding	ENSG00000237412(PRSS56)	1717	105	1169	0.082417582
2	232523776	+	protein_coding	ENSG00000237412(PRSS56)	3389	66	4169	0.015584416
2	232523779	+	protein_coding	ENSG00000237412(PRSS56)	3392	49	4326	0.0112
2	232523961	+	protein_coding	ENSG00000237412(PRSS56)	3574	59	226	0.207017544
2	235494372	+	protein_coding	ENSG00000157985(AGAP1)	330	28	98	0.222222222
2	237943626	+	Other features	.	.	9	0	1
2	237943629	+	Other features	.	.	9	0	1
2	238239427	-	protein_coding	ENSG00000144485(HES6)	1236	10	14	0.416666667
2	240131007	-	protein_coding	ENSG00000172428(COPS9)	5801	46	2333	0.019335855
2	240467014	+	protein_coding	ENSG00000063660(GPC1)	31352	5	48	0.094339623
2	240467029	+	protein_coding	ENSG00000063660(GPC1)	31367	7	29	0.194444444
2	240467440	+	protein_coding	ENSG00000063660(GPC1)	31778	12	154	0.072289157
2	240578307	+	protein_coding	ENSG00000142327(RNPEPL1)	12504	11	125	0.080882353
2	240598958	+	protein_coding	ENSG00000142330(CAPN10)	12225	10	74	0.119047619
2	241229433	-	protein_coding	ENSG00000115677(HDLBP)	87629	102	1465	0.065092534
2	241262786	-	protein_coding	ENSG00000115677(HDLBP)	54276	21	1111	0.018551237
2	241373225	+	protein_coding	ENSG00000006607(FARP2)	16941	16	49	0.246153846
2	241687281	+	protein_coding	ENSG00000168395(ING5)	197	7	97	0.067307692
20	354109	+	protein_coding	ENSG00000125841(NRSN2)	7328	23	384	0.056511057
20	408697	+	protein_coding	ENSG00000125826(RBCK1)	1200	10	190	0.05
20	647689	-	protein_coding	ENSG00000271303(SRXN1)	5512	14	517	0.026365348
20	1369999	-	protein_coding	ENSG00000088832(FKBP1A)	23166	9	199	0.043269231
20	2463094	-	protein_coding	ENSG00000125835(SNRPB)	7760	24	893	0.026172301
20	2658689	-	protein_coding	ENSG00000101365(IDH3B)	5531	16	324	0.047058824
20	2660031	-	protein_coding	ENSG00000101365(IDH3B)	4189	27	846	0.030927835
20	3038500	+	protein_coding	ENSG00000132670(PTPRA)	165081	12	68	0.15
20	3572852	+	protein_coding	ENSG00000088812(ATRN)	101835	8	109	0.068376068
20	3785731	-	protein_coding	ENSG00000125817(CENPB)	1010	25	914	0.026624068
20	3785782	-	protein_coding	ENSG00000125817(CENPB)	959	47	578	0.0752
20	3866766	+	protein_coding	ENSG00000088888(MAVS)	19968	11	44	0.2
20	4024587	+	Other features	.	.	29	2287	0.012521589
20	4699262	+	protein_coding	ENSG00000171867(PRNP)	12913	23	449	0.048728814
20	6006195	+	protein_coding	ENSG00000088766(CRLS1)	103	19	607	0.030351438
20	6006196	+	protein_coding	ENSG00000088766(CRLS1)	104	14	627	0.021840874
20	6678956	-	Other features	.	.	6	0	1
20	6767866	+	protein_coding	ENSG00000125845(BMP2)	181	5	47	0.096153846
20	18782812	-	pseudogene	ENSG00000233324(EEF1A1P34)	879	3	0	1
20	21166165	-	lncRNA	ENSG00000232712(KIZ-AS1)	52125	12	137	0.080536913
20	31569349	+	protein_coding	ENSG00000101294(HM13)	54940	13	581	0.021885522
20	31739413	+	protein_coding	ENSG00000088325(TPX2)	143	17	882	0.0189099
20	32166424	+	protein_coding	ENSG00000101337(TM9SF4)	56711	13	240	0.051383399
20	32333659	+	protein_coding	ENSG00000101350(KIF3B)	56009	9	151	0.05625
20	32429429	+	protein_coding	ENSG00000171456(ASXL1)	71100	15	335	0.042857143
20	32438515	+	protein_coding	ENSG00000171456(ASXL1)	80186	13	243	0.05078125
20	32849263	+	protein_coding	ENSG00000101367(MAPRE1)	29310	30	2049	0.014430014
20	33659958	-	protein_coding	ENSG00000125967(NECAB3)	14506	12	343	0.033802817
20	33993904	+	protein_coding	ENSG00000125970(RALY)	259	24	71	0.252631579
20	33994112	+	protein_coding	ENSG00000125970(RALY)	467	21	558	0.03626943
20	34079915	+	protein_coding	ENSG00000125970(RALY)	86270	25	2557	0.009682417
20	34089180	-	protein_coding	ENSG00000125977(EIF2S2)	23064	7	174	0.038674033
20	34123048	+	pseudogene	ENSG00000225246(RPS2P1)	579	7	12	0.368421053
20	34510185	+	protein_coding	ENSG00000078747(ITCH)	146951	5	48	0.094339623
20	35279162	-	protein_coding	ENSG00000242372(EIF6)	5824	71	2168	0.031710585
20	35280114	-	protein_coding	ENSG00000242372(EIF6)	4872	36	4196	0.008506616
20	35303296	-	protein_coding	ENSG00000101019(UQCC1)	108736	12	268	0.042857143
20	35618703	+	protein_coding	ENSG00000061656(SPAG4)	2875	8	41	0.163265306
20	35669413	-	protein_coding	ENSG00000244005(NFS1)	29943	18	296	0.057324841
20	35871003	+	protein_coding	ENSG00000025293(PHF20)	99030	9	117	0.071428571
20	36773505	-	protein_coding	ENSG00000149636(DSN1)	314	6	74	0.075
20	36891925	-	protein_coding	ENSG00000101347(SAMHD1)	59969	10	294	0.032894737
20	37198482	+	protein_coding	ENSG00000118705(RPN2)	20073	69	3792	0.017871018
20	37204834	+	protein_coding	ENSG00000118705(RPN2)	26425	52	3680	0.013933548
20	37223880	+	protein_coding	ENSG00000118705(RPN2)	45471	52	4494	0.011438627
20	37225737	+	protein_coding	ENSG00000118705(RPN2)	47328	35	4717	0.00736532
20	37228562	+	protein_coding	ENSG00000118705(RPN2)	50153	35	3866	0.008972058
20	37316501	+	protein_coding	ENSG00000101363(MANBAL)	26853	63	328	0.16112532
20	38090472	+	protein_coding	ENSG00000101413(RPRD1B)	56748	9	197	0.04368932
20	41174172	+	protein_coding	ENSG00000124181(PLCG1)	37213	31	143	0.17816092
20	41183019	-	protein_coding	ENSG00000174306(ZHX3)	134713	6	44	0.12
20	43681823	+	protein_coding	ENSG00000101057(MYBL2)	14805	29	1973	0.014485514
20	43699813	+	protein_coding	ENSG00000101057(MYBL2)	32795	169	2231	0.070416667
20	43699874	+	protein_coding	ENSG00000101057(MYBL2)	32856	117	4219	0.026983395
20	43716016	+	protein_coding	ENSG00000101057(MYBL2)	48998	22	2051	0.010612639
20	43716124	+	protein_coding	ENSG00000101057(MYBL2)	49106	13	614	0.020733652
20	44498849	-	protein_coding	ENSG00000132824(SERINC3)	23237	10	252	0.038167939
20	44724782	+	protein_coding	ENSG00000064205(CCN5)	9939	79	1313	0.056752874
20	44727271	+	protein_coding	ENSG00000064205(CCN5)	12428	24	1242	0.018957346
20	44752567	-	protein_coding	ENSG00000101098(RIMS4)	57980	5	17	0.227272727
20	44908174	+	protein_coding	ENSG00000166913(YWHAB)	22473	7	103	0.063636364
20	44951837	-	protein_coding	ENSG00000025772(TOMM34)	8561	16	1039	0.015165877
20	45367179	+	protein_coding	ENSG00000204070(SYS1)	5243	13	419	0.030092593
20	45640617	-	pseudogene	ENSG00000235508(RPS2P7)	754	3	4	0.428571429
20	45843543	-	protein_coding	ENSG00000101473(ACOT8)	13863	54	284	0.159763314
20	45898064	+	protein_coding	ENSG00000064601(CTSA)	7921	39	587	0.062300319
20	45907886	-	protein_coding	ENSG00000100979(PLTP)	4270	9	51	0.15
20	47672307	-	protein_coding	ENSG00000196562(SULF2)	114310	10	183	0.051813472
20	49096258	+	protein_coding	ENSG00000124207(CSE1L)	50013	11	284	0.037288136
20	49270328	-	protein_coding	ENSG00000124201(ZNFX1)	8099	6	74	0.075
20	50191195	+	protein_coding	ENSG00000172216(CEBPB)	366	27	995	0.026418787
20	51598248	-	protein_coding	ENSG00000054793(ATP9A)	170143	10	452	0.021645022
20	51791897	-	protein_coding	ENSG00000101115(SALL4)	10625	5	22	0.185185185
20	57709631	-	protein_coding	ENSG00000124225(PMEPA1)	1906	74	466	0.137037037
20	57709668	-	protein_coding	ENSG00000124225(PMEPA1)	1869	45	444	0.09202454
20	57709704	-	protein_coding	ENSG00000124225(PMEPA1)	1833	11	351	0.03038674
20	57709840	-	protein_coding	ENSG00000124225(PMEPA1)	1697	25	840	0.028901734
20	58671252	+	protein_coding	ENSG00000124222(STX16)	20000	27	566	0.045531197
20	58693791	+	protein_coding	ENSG00000215440(NPEPL1)	4661	22	465	0.045174538
20	58694498	+	protein_coding	ENSG00000215440(NPEPL1)	5368	15	385	0.0375
20	58713976	+	protein_coding	ENSG00000215440(NPEPL1)	24846	14	173	0.07486631
20	58715314	+	protein_coding	ENSG00000215440(NPEPL1)	26184	11	326	0.03264095
20	58715687	+	protein_coding	ENSG00000215440(NPEPL1)	26557	12	566	0.020761246
20	58889788	+	protein_coding	ENSG00000087460(GNAS)	50071	37	63	0.37
20	58891385	+	protein_coding	ENSG00000087460(GNAS)	51668	19	23	0.452380952
20	58891603	+	protein_coding	ENSG00000087460(GNAS)	51886	123	16983	0.007190459
20	58891697	+	protein_coding	ENSG00000087460(GNAS)	51980	120	20087	0.005938536
20	58891768	+	protein_coding	ENSG00000087460(GNAS)	52051	122	20384	0.005949478
20	58891837	+	protein_coding	ENSG00000087460(GNAS)	52120	436	19923	0.02141559
20	58911186	+	protein_coding	ENSG00000087460(GNAS)	71469	21	1253	0.016483516
20	58989960	+	protein_coding	ENSG00000101158(NELFCD)	8753	108	1371	0.073022312
20	58990964	+	protein_coding	ENSG00000101158(NELFCD)	9757	15	1033	0.014312977
20	59007017	-	protein_coding	ENSG00000101160(CTSZ)	1222	23	932	0.02408377
20	59193605	+	protein_coding	ENSG00000124203(ZNF831)	70225	45	87	0.340909091
20	62064885	-	protein_coding	ENSG00000130699(TAF4)	997	7	105	0.0625
20	62064896	-	protein_coding	ENSG00000130699(TAF4)	986	8	165	0.046242775
20	62180011	+	protein_coding	ENSG00000184402(SS18L1)	36243	11	38	0.224489796
20	62303047	+	protein_coding	ENSG00000130706(ADRM1)	955	46	1838	0.024416136
20	62303421	+	protein_coding	ENSG00000130706(ADRM1)	1329	8	25	0.242424242
20	62317757	-	protein_coding	ENSG00000130702(LAMA5)	49556	20	1556	0.012690355
20	62324131	-	protein_coding	ENSG00000130702(LAMA5)	43182	41	816	0.047841307
20	62352359	-	protein_coding	ENSG00000130702(LAMA5)	14954	27	465	0.054878049
20	62805152	+	protein_coding	ENSG00000060491(OGFR)	318	4	9	0.307692308
20	62813612	+	protein_coding	ENSG00000060491(OGFR)	8778	60	478	0.111524164
20	62945124	+	protein_coding	ENSG00000101193(GID8)	6978	79	925	0.078685259
20	63521323	+	protein_coding	ENSG00000125534(PPDPF)	559	93	1006	0.084622384
20	63521564	+	protein_coding	ENSG00000125534(PPDPF)	800	25	2458	0.010068466
20	63567570	-	protein_coding	ENSG00000130589(HELZ2)	6670	7	5	0.583333333
20	63674064	+	protein_coding	ENSG00000258366(RTEL1)	16255	10	140	0.066666667
20	63695336	+	protein_coding	ENSG00000258366(RTEL1)	37527	11	105	0.094827586
20	63738822	+	protein_coding	ENSG00000203896(LIME1)	2540	22	27	0.448979592
20	63862504	-	lncRNA	ENSG00000268858	1790	8	146	0.051948052
20	63865862	-	Other features	ENSG00000268858	.	7	23	0.233333333
20	63932329	+	protein_coding	ENSG00000101152(DNAJC5)	37204	16	787	0.01992528
20	63963194	-	protein_coding	ENSG00000196700(ZNF512B)	6737	12	125	0.087591241
21	25734856	-	protein_coding	ENSG00000154723(ATP5PF)	818	53	2531	0.020510836
21	34073693	+	protein_coding	ENSG00000198743(SLC5A3)	116	40	695	0.054421769
21	37195882	+	protein_coding	ENSG00000182670(TTC3)	122657	28	278	0.091503268
21	37240552	-	protein_coding	ENSG00000157538(VPS26C)	27368	10	261	0.036900369
21	39349004	-	protein_coding	ENSG00000205581(HMGN1)	644	24	1397	0.016889514
21	39467953	-	Other features	.	.	6	0	1
21	39467969	-	Other features	.	.	6	0	1
21	41168279	+	protein_coding	ENSG00000182240(BACE2)	479	13	469	0.026970954
